PROV,Medicaid Days,SSI Days,Insured Low Income Days,Factor 3,Total Uncompensated Care Payment Amount,Claims Average,Estimated Per Claim Amount,Projected to Receive DSH for FY 2015
450352,5426,720,6146,0.000168262,"$1,286,810",2112,$609.38,YES
450358,13794,9689,23483,0.000642906,"$4,916,721",14357,$342.47,YES
450369,147,62,209,0.000005722,N/A,312,$140.40,SCH
450370,1134,74,1208,0.000033072,"$252,923",609,$415.08,YES
450372,166,404,570,0.000015605,N/A,N/A,N/A,NO
450373,171,51,222,0.000006078,"$46,481",302,$153.91,YES
450379,1052,582,1634,0.000044735,"$342,116",798,$428.72,YES
450388,101964,18200,120164,0.003289793,"$25,159,171",22002,"$1,143.49",YES
450389,4830,807,5637,0.000154327,"$1,180,239",2878,$410.14,YES
450395,2303,491,2794,0.000076493,"$584,990",1018,$574.83,YES
450399,173,162,335,0.000009171,N/A,276,$254.44,SCH
450400,247,101,348,0.000009527,N/A,N/A,N/A,NO
450403,8301,1611,9912,0.000271366,"$2,075,311",3196,$649.41,YES
450411,248,258,506,0.000013853,"$105,943",506,$209.24,YES
450419,290,196,486,0.000013305,N/A,N/A,N/A,NO
450422,3,44,47,0.000001287,N/A,N/A,N/A,NO
450424,10003,2613,12616,0.000345395,"$2,641,458",3733,$707.66,YES
450431,41519,4131,45650,0.001249784,"$9,557,905",8067,"$1,184.86",YES
450438,72,74,146,0.000003997,N/A,N/A,N/A,NO
450446,4172,1805,5977,0.000163635,"$1,251,426",304,"$4,116.53",YES
450447,2409,765,3174,0.000086896,"$664,552",1649,$403.08,YES
450451,137,95,232,0.000006352,N/A,N/A,N/A,NO
450460,116,143,259,0.000007091,N/A,432,$125.43,SCH
450462,29821,2771,32592,0.000892288,"$6,823,905",8415,$810.89,YES
450465,2052,412,2464,0.000067458,N/A,980,$526.43,SCH
450469,3541,848,4389,0.000120160,"$918,941",3413,$269.25,YES
450475,1042,275,1317,0.000036056,"$275,745",649,$424.88,YES
450484,3140,1278,4418,0.000120954,"$925,013",2142,$431.91,YES
450488,35,15,50,0.000001369,"$10,469",76,$138.35,YES
450489,89,104,193,0.000005284,N/A,162,$249.44,SCH
450497,152,96,248,0.000006790,N/A,N/A,N/A,NO
450498,63,75,138,0.000003778,N/A,N/A,N/A,NO
450508,4474,1301,5775,0.000158105,"$1,209,133",1959,$617.11,YES
450518,7604,1362,8966,0.000245467,"$1,877,244",2267,$827.95,YES
450530,0,0,0,,N/A,N/A,N/A,NO
450537,500,876,1376,0.000037671,N/A,N/A,N/A,NO
450539,3011,311,3322,0.000090948,"$695,539",631,"$1,102.28",YES
450558,6245,961,7206,0.000197282,"$1,508,746",2670,$565.07,YES
450563,689,665,1354,0.000037069,N/A,N/A,N/A,NO
450565,1748,167,1915,0.000052428,"$400,950",744,$539.15,YES
450571,7521,2231,9752,0.000266986,"$2,041,811",4678,$436.50,YES
450573,2336,433,2769,0.000075808,"$579,756",668,$867.90,YES
450578,27,3,30,0.000000821,N/A,N/A,N/A,NO
450580,652,359,1011,0.000027679,"$211,677",809,$261.76,YES
450584,97,88,185,0.000005065,N/A,N/A,N/A,NO
450586,27,23,50,0.000001369,N/A,N/A,N/A,NO
450587,2435,1082,3517,0.000096287,N/A,2274,$323.77,SCH
450591,3353,157,3510,0.000096095,"$734,901",577,"$1,273.66",YES
450596,1158,184,1342,0.000036741,"$280,979",1056,$266.08,YES
450597,1094,314,1408,0.000038548,"$294,798",765,$385.52,YES
450604,1507,190,1697,0.000046460,"$355,307",1433,$248.00,YES
450605,833,356,1189,0.000032552,"$248,945",530,$470.00,YES
450610,11814,2493,14307,0.000391690,"$2,995,508",5411,$553.60,YES
450615,17,113,130,0.000003559,N/A,N/A,N/A,NO
450617,29843,4545,34388,0.000941458,"$7,199,940",8208,$877.22,YES
450620,2255,350,2605,0.000071318,"$545,418",273,"$1,995.43",YES
450630,268,102,370,0.000010130,N/A,N/A,N/A,NO
450634,4867,1235,6102,0.000167058,"$1,277,598",4178,$305.82,YES
450638,22755,4106,26861,0.000735388,"$5,623,985",4022,"$1,398.19",YES
450639,8719,869,9588,0.000262496,"$2,007,474",3681,$545.36,YES
450641,45,60,105,0.000002875,N/A,N/A,N/A,NO
450643,15287,3669,18956,0.000518968,"$3,968,886",2080,"$1,908.12",YES
450644,17242,5159,22401,0.000613284,"$4,690,178",2829,"$1,657.70",YES
450647,34506,3239,37745,0.001033365,"$7,902,807",5733,"$1,378.56",YES
450651,14484,3371,17855,0.000488826,"$3,738,366",5179,$721.88,YES
450653,1562,391,1953,0.000053468,N/A,1060,$385.64,SCH
450654,1400,2001,3401,0.000093111,N/A,768,$926.78,SCH
450656,2149,931,3080,0.000084323,"$644,871",1762,$365.92,YES
450658,90,54,144,0.000003942,N/A,N/A,N/A,NO
450659,7178,3438,10616,0.000290640,"$2,222,710",1679,"$1,324.09",YES
450661,17326,610,17936,0.000491043,"$3,755,325",1140,"$3,293.18",YES
450662,16840,6941,23781,0.000651065,"$4,979,114",2669,"$1,865.54",YES
450668,11551,5720,17271,0.000472837,"$3,616,092",3659,$988.36,YES
450669,7832,764,8596,0.000235337,"$1,799,776",1966,$915.61,YES
450670,380,1240,1620,0.000044352,N/A,N/A,N/A,NO
450672,4754,3838,8592,0.000235228,"$1,798,938",5249,$342.72,YES
450674,38881,62,38943,0.001066163,"$8,153,637",93,"$87,360.39",YES
450675,25486,3261,28747,0.000787022,"$6,018,863",3548,"$1,696.57",YES
450677,6790,1456,8246,0.000225755,"$1,726,495",3057,$564.83,YES
450678,6974,1411,8385,0.000229561,"$1,755,598",2358,$744.42,YES
450684,10619,2873,13492,0.000369378,"$2,824,869",2796,"$1,010.33",YES
450686,32679,4445,37124,0.001016363,"$7,772,786",5810,"$1,337.75",YES
450688,2932,1330,4262,0.000116683,"$892,350",1618,$551.40,YES
450690,527,457,984,0.000026939,"$206,024",910,$226.32,YES
450694,94,54,148,0.000004052,N/A,N/A,N/A,NO
450697,21158,4116,25274,0.000691940,"$5,291,709",1960,"$2,699.85",YES
450698,114,100,214,0.000005859,N/A,157,$286.00,SCH
450702,4355,931,5286,0.000144718,"$1,106,749",2252,$491.38,YES
450709,441,629,1070,0.000029294,N/A,N/A,N/A,NO
450711,24780,9596,34376,0.000941130,"$7,197,427",4415,"$1,630.22",YES
450713,10208,2911,13119,0.000359166,"$2,746,772",5689,$482.79,YES
450716,14982,1491,16473,0.000450990,"$3,449,012",1260,"$2,738.04",YES
450718,6721,715,7436,0.000203579,"$1,556,902",2446,$636.51,YES
450723,15293,4410,19703,0.000539419,"$4,125,288",4468,$923.23,YES
450730,6913,900,7813,0.000213901,"$1,635,836",1600,"$1,022.40",YES
450742,6972,666,7638,0.000209110,"$1,599,196",1838,$870.07,YES
450743,9652,1303,10955,0.000299921,"$2,293,688",2997,$765.33,YES
450746,14,15,29,0.000000794,N/A,N/A,N/A,NO
450747,5162,1058,6220,0.000170288,"$1,302,304",1698,$766.96,YES
450749,342,176,518,0.000014182,"$108,456",349,$311.06,YES
450754,302,268,570,0.000015605,N/A,N/A,N/A,NO
450755,1224,125,1349,0.000036932,"$282,445",268,"$1,055.21",YES
450766,296,494,790,0.000021628,N/A,N/A,N/A,NO
450770,581,230,811,0.000022203,"$169,802",345,$491.70,YES
450771,11112,1037,12149,0.000332610,"$2,543,680",3589,$708.81,YES
450774,3,18,21,0.000000575,N/A,N/A,N/A,NO
450775,13348,3254,16602,0.000454522,"$3,476,021",3762,$923.98,YES
450779,9211,691,9902,0.000271092,"$2,073,218",2646,$783.63,YES
450780,8,44,52,0.000001424,N/A,N/A,N/A,NO
450788,28704,3676,32380,0.000886484,"$6,779,518",4446,"$1,524.97",YES
450795,1326,376,1702,0.000046597,"$356,354",424,$841.12,YES
450796,0,3,3,0.000000082,N/A,N/A,N/A,NO
450797,0,0,0,,N/A,N/A,N/A,NO
450801,10994,2675,13669,0.000374223,"$2,861,928",6275,$456.08,YES
450803,7790,2182,9972,0.000273009,"$2,087,874",777,"$2,687.10",YES
450804,50,146,196,0.000005366,N/A,N/A,N/A,NO
450808,1,0,1,0.000000027,N/A,N/A,N/A,NO
450809,20184,2272,22456,0.000614790,"$4,701,694",4508,"$1,042.97",YES
450820,5189,3397,8586,0.000235063,"$1,797,682",4118,$436.51,YES
450822,1986,249,2235,0.000061189,N/A,N/A,N/A,NO
450825,27,189,216,0.000005914,"$45,225",228,$198.64,YES
450827,57,71,128,0.000003504,N/A,N/A,N/A,NO
450828,3772,1358,5130,0.000140447,"$1,074,087",1191,$901.58,YES
450831,1,13,14,0.000000383,"$2,931",24,$122.13,YES
450832,5140,862,6002,0.000164320,"$1,256,660",1222,"$1,028.08",YES
450833,2462,204,2666,0.000072988,"$558,190",686,$813.69,YES
450834,1,1,2,0.000000055,N/A,N/A,N/A,NO
450840,3629,248,3877,0.000106143,"$811,741",893,$908.67,YES
450841,2735,286,3021,0.000082708,"$632,518",142,"$4,464.83",YES
450844,11570,2914,14484,0.000396536,"$3,032,567",3479,$871.68,YES
450845,14,124,138,0.000003778,N/A,N/A,N/A,NO
450847,6370,934,7304,0.000199965,"$1,529,265",2170,$704.62,YES
450848,3103,664,3767,0.000103131,"$788,710",930,$848.38,YES
450851,17,360,377,0.000010321,N/A,N/A,N/A,NO
450853,181,20,201,0.000005503,N/A,N/A,N/A,NO
450855,4306,2104,6410,0.000175490,"$1,342,085",1854,$724.02,YES
450856,0,34,34,0.000000931,N/A,N/A,N/A,NO
450860,0,10,10,0.000000274,N/A,N/A,N/A,NO
450862,6337,756,7093,0.000194189,"$1,485,087",2659,$558.51,YES
450864,20,67,87,0.000002382,N/A,N/A,N/A,NO
450865,689,21,710,0.000019438,"$148,655",104,"$1,424.81",YES
450867,2509,384,2893,0.000079203,"$605,718",1282,$472.36,YES
450869,65902,11951,77853,0.002131423,"$16,300,364",5959,"$2,735.27",YES
450871,3,22,25,0.000000684,N/A,N/A,N/A,NO
450872,10,48,58,0.000001588,N/A,N/A,N/A,NO
450874,0,1,1,0.000000027,N/A,N/A,N/A,NO
450875,4,18,22,0.000000602,N/A,N/A,N/A,NO
450876,22,378,400,0.000010951,N/A,N/A,N/A,NO
450877,312,501,813,0.000022258,"$170,221",503,$338.19,YES
450878,0,0,0,,N/A,N/A,N/A,NO
450880,6,44,50,0.000001369,N/A,N/A,N/A,NO
450883,0,6,6,0.000000164,N/A,N/A,N/A,NO
450884,151,125,276,0.000007556,"$57,787",354,$163.09,YES
450885,1714,730,2444,0.000066911,N/A,N/A,N/A,NO
450886,1,16,17,0.000000465,N/A,N/A,N/A,NO
450888,5,20,25,0.000000684,N/A,N/A,N/A,NO
450889,0,0,0,,N/A,N/A,N/A,NO
450890,403,599,1002,0.000027432,N/A,N/A,N/A,NO
450891,1,3,4,0.000000110,N/A,N/A,N/A,NO
450893,2,7,9,0.000000246,N/A,N/A,N/A,NO
450894,0,28,28,0.000000767,N/A,N/A,N/A,NO
460001,21910,750,22660,0.000620375,"$4,744,406",3621,"$1,310.37",YES
460003,1781,284,2065,0.000056535,"$432,357",863,$501.19,YES
460004,14212,903,15115,0.000413811,"$3,164,682",3756,$842.49,YES
460005,5615,302,5917,0.000161993,"$1,238,864",1343,$922.46,YES
460006,7440,380,7820,0.000214092,"$1,637,302",1296,"$1,263.03",YES
460007,2255,105,2360,0.000064611,N/A,732,$675.03,SCH
460009,35324,2032,37356,0.001022715,"$7,821,361",4636,"$1,687.21",YES
460010,19994,1345,21339,0.000584209,"$4,467,824",5810,$769.03,YES
460011,1450,131,1581,0.000043284,"$331,020",638,$518.84,YES
460013,1980,107,2087,0.000057137,"$436,963",755,$579.01,YES
460014,1294,133,1427,0.000039068,"$298,776",550,$542.90,YES
460015,5474,140,5614,0.000153697,"$1,175,423",886,"$1,326.66",YES
460017,821,60,881,0.000024120,"$184,458",198,$931.61,YES
460019,1045,102,1147,0.000031402,N/A,350,$686.15,SCH
460021,9248,538,9786,0.000267916,N/A,4900,$418.15,SCH
460023,4210,124,4334,0.000118654,"$907,425",886,"$1,024.57",YES
460026,492,7,499,0.000013661,"$104,477",288,$362.77,YES
460030,757,36,793,0.000021710,N/A,301,$551.61,SCH
460033,80,7,87,0.000002382,N/A,N/A,N/A,NO
460035,222,0,222,0.000006078,N/A,112,$413.78,SCH
460039,202,8,210,0.000005749,"$43,968",90,$488.54,YES
460041,3484,143,3627,0.000099298,"$759,398",1063,$714.17,YES
460042,2095,145,2240,0.000061326,"$468,997",1162,$403.61,YES
460043,2272,0,2272,0.000062202,"$475,697",8,"$62,047.42",YES
460044,1643,51,1694,0.000046378,N/A,N/A,N/A,NO
460047,11023,627,11650,0.000318948,"$2,439,203",3586,$680.20,YES
460049,49,17,66,0.000001807,N/A,N/A,N/A,NO
460051,8340,563,8903,0.000243742,"$1,864,053",1366,"$1,364.61",YES
460052,3564,115,3679,0.000100722,"$770,286",573,"$1,345.09",YES
460054,46,15,61,0.000001670,N/A,N/A,N/A,NO
460057,335,0,335,0.000009171,N/A,N/A,N/A,NO
460058,2978,36,3014,0.000082516,"$631,052",345,"$1,830.91",YES
460059,,,,,N/A,N/A,N/A,NO
470001,2467,528,2995,0.000081996,N/A,1406,$446.10,SCH
470003,25255,4000,29255,0.000800930,"$6,125,225",7677,$797.83,YES
470005,4319,828,5147,0.000140912,N/A,2902,$371.30,SCH
470011,1375,248,1623,0.000044434,"$339,813",747,$454.70,YES
470012,2414,504,2918,0.000079888,"$610,952",2073,$294.67,YES
470024,1642,355,1997,0.000054673,N/A,1095,$381.84,SCH
480001,2976,3,2979,0.000081558,N/A,N/A,N/A,NO
480002,4025,20,4045,0.000110742,N/A,N/A,N/A,NO
490001,3015,584,3599,0.000098532,"$753,536",1311,$574.93,YES
490002,961,804,1765,0.000048321,"$369,544",1069,$345.69,YES
490004,7997,1720,9717,0.000266027,N/A,5982,$340.10,SCH
490005,16163,3229,19392,0.000530905,"$4,060,173",9937,$408.59,YES
490007,35987,6093,42080,0.001152046,"$8,810,442",8320,"$1,058.95",YES
490009,50666,4166,54832,0.001501165,"$11,480,374",9547,"$1,202.51",YES
490011,4734,1240,5974,0.000163553,"$1,250,798",2648,$472.30,YES
490013,2917,1120,4037,0.000110523,"$845,241",2180,$387.67,YES
490017,12914,3109,16023,0.000438670,"$3,354,793",4521,$742.05,YES
490018,5466,1326,6792,0.000185948,N/A,5035,$282.42,SCH
490019,1793,574,2367,0.000064803,"$495,587",1595,$310.71,YES
490020,2248,1103,3351,0.000091742,"$701,611",2043,$343.37,YES
490021,6152,4275,10427,0.000285465,N/A,12109,$180.29,SCH
490022,17885,2083,19968,0.000546674,"$4,180,772",8679,$481.73,YES
490023,3063,308,3371,0.000092290,"$705,798",2220,$317.97,YES
490024,44454,4862,49316,0.001350150,"$10,325,469",12269,$841.61,YES
490027,516,290,806,0.000022066,N/A,N/A,N/A,NO
490032,54236,6375,60611,0.001659379,"$12,690,344",7125,"$1,781.10",YES
490033,1775,211,1986,0.000054372,"$415,816",962,$432.24,YES
490037,2562,1195,3757,0.000102857,N/A,1643,$478.67,SCH
490038,433,369,802,0.000021957,"$167,918",895,$187.55,YES
490040,12192,2745,14937,0.000408938,"$3,127,414",4939,$633.21,YES
490041,5307,644,5951,0.000162924,"$1,245,982",3238,$384.76,YES
490042,4356,671,5027,0.000137627,"$1,052,521",2442,$431.01,YES
490043,5679,628,6307,0.000172670,"$1,320,519",3219,$410.27,YES
490044,6618,1790,8408,0.000230190,"$1,760,413",3485,$505.14,YES
490045,6975,685,7660,0.000209712,"$1,603,802",2671,$600.38,YES
490046,9537,1707,11244,0.000307833,"$2,354,197",6147,$382.96,YES
490048,4383,1967,6350,0.000173847,N/A,N/A,N/A,NO
490050,9785,1375,11160,0.000305533,"$2,336,610",6495,$359.74,YES
490052,16855,1868,18723,0.000512589,"$3,920,102",6064,$646.42,YES
490053,4348,1837,6185,0.000169330,"$1,294,976",3222,$401.92,YES
490057,4565,1587,6152,0.000168427,N/A,N/A,N/A,NO
490059,16030,2064,18094,0.000495369,"$3,788,406",6874,$551.09,YES
490060,3458,1064,4522,0.000123801,"$946,787",2059,$459.83,YES
490063,58754,4525,63279,0.001732423,"$13,248,953",11060,"$1,197.95",YES
490066,2977,653,3630,0.000099380,N/A,N/A,N/A,NO
490067,12190,3433,15623,0.000427719,"$3,271,044",5318,$615.05,YES
490069,8922,1243,10165,0.000278293,"$2,128,283",6062,$351.07,YES
490075,6069,2496,8565,0.000234489,"$1,793,285",4396,$407.97,YES
490077,626,666,1292,0.000035372,N/A,N/A,N/A,NO
490079,3690,1235,4925,0.000134834,"$1,031,165",2928,$352.17,YES
490084,683,214,897,0.000024558,N/A,N/A,N/A,NO
490088,368,193,561,0.000015359,N/A,N/A,N/A,NO
490089,604,307,911,0.000024941,"$190,739",776,$245.69,YES
490090,3248,1053,4301,0.000117751,N/A,2076,$433.70,SCH
490092,1379,349,1728,0.000047308,N/A,1014,$356.69,SCH
490093,4907,2174,7081,0.000193860,"$1,482,575",4286,$345.88,YES
490094,4140,1522,5662,0.000155012,"$1,185,473",766,"$1,547.62",YES
490097,1426,621,2047,0.000056042,"$428,588",1083,$395.62,YES
490098,1818,1426,3244,0.000088813,N/A,2006,$338.53,SCH
490101,6895,1262,8157,0.000223318,"$1,707,861",3276,$521.27,YES
490104,0,0,0,,N/A,N/A,N/A,NO
490105,13,4,17,0.000000465,N/A,N/A,N/A,NO
490106,0,0,0,,N/A,N/A,N/A,NO
490107,3729,1014,4743,0.000129852,N/A,N/A,N/A,NO
490108,0,0,0,,N/A,N/A,N/A,NO
490109,0,83,83,0.000002272,N/A,N/A,N/A,NO
490110,2085,523,2608,0.000071401,"$546,046",1913,$285.39,YES
490111,1184,273,1457,0.000039889,N/A,1044,$292.29,SCH
490112,22410,3625,26035,0.000712774,"$5,451,042",9946,$548.05,YES
490113,9691,1259,10950,0.000299784,"$2,292,641",3013,$761.00,YES
490114,2324,426,2750,0.000075288,"$575,777",998,$576.93,YES
490115,1437,705,2142,0.000058643,N/A,1681,$266.85,SCH
490116,689,437,1126,0.000030827,N/A,N/A,N/A,NO
490117,170,161,331,0.000009062,"$69,303",384,$180.32,YES
490118,18769,2863,21632,0.000592231,"$4,529,170",7450,$607.92,YES
490119,9272,866,10138,0.000277553,"$2,122,630",2900,$732.03,YES
490120,14340,2251,16591,0.000454221,"$3,473,718",5876,$591.20,YES
490122,1655,717,2372,0.000064939,N/A,N/A,N/A,NO
490123,233,141,374,0.000010239,N/A,N/A,N/A,NO
490126,1041,586,1627,0.000044543,N/A,N/A,N/A,NO
490127,568,262,830,0.000022723,N/A,641,$271.25,SCH
490129,0,0,0,,N/A,N/A,N/A,NO
490130,835,287,1122,0.000030718,N/A,N/A,N/A,NO
490134,0,105,105,0.000002875,"$21,984",14,"$1,533.78",YES
490135,0,507,507,0.000013880,"$106,152",155,$684.85,YES
490136,6177,771,6948,0.000190219,"$1,454,728",3183,$457.03,YES
490140,750,289,1039,0.000028445,N/A,N/A,N/A,NO
490141,2604,254,2858,0.000078245,"$598,390",1220,$490.48,YES
490143,,,,,N/A,N/A,N/A,NO
500001,4782,1216,5998,0.000164210,"$1,255,823",3574,$351.41,YES
500002,2679,356,3035,0.000083091,"$635,449",1656,$383.80,YES
500003,7160,735,7895,0.000216146,"$1,653,005",2669,$619.26,YES
500005,4106,1727,5833,0.000159693,N/A,N/A,N/A,NO
500007,1374,201,1575,0.000043120,"$329,763",1275,$258.57,YES
500008,32507,2752,35259,0.000965304,"$7,382,304",4450,"$1,658.94",YES
500011,6806,1639,8445,0.000231203,"$1,768,160",2360,$749.33,YES
500012,3305,1315,4620,0.000126484,"$967,306",2706,$357.47,YES
500014,26425,3265,29690,0.000812839,"$6,216,303",5768,"$1,077.72",YES
500015,6242,1027,7269,0.000199007,"$1,521,937",2124,$716.54,YES
500016,8433,1242,9675,0.000264878,"$2,025,690",4154,$487.61,YES
500019,4185,482,4667,0.000127771,N/A,2020,$483.82,SCH
500021,5158,1609,6767,0.000185264,"$1,416,831",2850,$497.13,YES
500024,19326,2950,22276,0.000609862,"$4,664,007",6500,$717.58,YES
500025,3895,1499,5394,0.000147674,"$1,129,361",3301,$342.13,YES
500026,7463,1724,9187,0.000251517,"$1,923,515",2759,$697.09,YES
500027,36547,4146,40693,0.001114074,"$8,520,040",7317,"$1,164.47",YES
500030,10765,1675,12440,0.000340576,N/A,4950,$526.22,SCH
500031,5417,684,6101,0.000167030,N/A,2347,$544.34,SCH
500033,3757,164,3921,0.000107347,N/A,752,"$1,091.69",SCH
500036,18654,1641,20295,0.000555627,"$4,249,237",4495,$945.40,YES
500037,2658,395,3053,0.000083584,"$639,218",426,"$1,499.34",YES
500039,10713,1788,12501,0.000342246,"$2,617,380",5949,$439.97,YES
500041,10347,1654,12001,0.000328558,"$2,512,693",2771,$906.67,YES
500044,19391,1945,21336,0.000584127,"$4,467,195",3878,"$1,151.83",YES
500049,1312,106,1418,0.000038821,"$296,892",578,$513.95,YES
500050,20201,3894,24095,0.000659662,"$5,044,857",6267,$805.03,YES
500051,4916,1191,6107,0.000167195,N/A,N/A,N/A,NO
500052,3815,0,3815,0.000104445,"$798,760",2,"$399,380.17",YES
500053,6722,659,7381,0.000202074,"$1,545,387",1812,$852.71,YES
500054,45128,3530,48658,0.001332136,"$10,187,701",8026,"$1,269.39",YES
500058,17630,1652,19282,0.000527893,"$4,037,142",4570,$883.40,YES
500060,973,156,1129,0.000030909,"$236,383",482,$490.08,YES
500064,30562,4255,34817,0.000953203,"$7,289,761",3896,"$1,871.09",YES
500072,2816,316,3132,0.000085746,N/A,2398,$273.46,SCH
500077,8591,1265,9856,0.000269833,"$2,063,586",3253,$634.36,YES
500079,13211,1564,14775,0.000404503,"$3,093,495",5665,$546.10,YES
500084,508,123,631,0.000017275,"$132,115",382,$345.55,YES
500088,19734,2635,22369,0.000612408,"$4,683,478",4791,$977.56,YES
500108,21240,4377,25617,0.000701330,"$5,363,524",5829,$920.14,YES
500119,4035,813,4848,0.000132726,"$1,015,043",2285,$444.22,YES
500124,9562,1031,10593,0.000290010,"$2,217,895",3718,$596.58,YES
500129,29411,2466,31877,0.000872713,"$6,674,203",5773,"$1,156.04",YES
500138,1001,52,1053,0.000028829,N/A,N/A,N/A,NO
500139,2253,348,2601,0.000071209,"$544,581",1580,$344.67,YES
500141,7027,1429,8456,0.000231504,"$1,770,463",2799,$632.53,YES
500148,72,22,94,0.000002573,N/A,N/A,N/A,NO
500150,14352,1010,15362,0.000420574,"$3,216,397",2657,"$1,210.54",YES
500151,1525,462,1987,0.000054399,"$416,025",2431,$171.11,YES
500152,112,154,266,0.000007282,N/A,N/A,N/A,NO
510001,44481,5450,49931,0.001366987,"$10,454,234",7151,"$1,461.93",YES
510002,3407,946,4353,0.000119174,"$911,403",1883,$483.93,YES
510006,10693,3269,13962,0.000382245,N/A,4922,$593.92,SCH
510007,13649,4092,17741,0.000485705,"$3,714,497",7549,$492.03,YES
510008,7268,1503,8771,0.000240128,"$1,836,416",2829,$649.22,YES
510012,1799,580,2379,0.000065131,"$498,100",1193,$417.40,YES
510013,1371,390,1761,0.000048212,"$368,707",934,$394.76,YES
510018,392,410,802,0.000021957,N/A,N/A,N/A,NO
510022,48558,10044,58602,0.001604378,"$12,269,712",13325,$920.83,YES
510023,4010,664,4674,0.000127963,"$978,612",2134,$458.51,YES
510024,3546,811,4357,0.000119284,N/A,N/A,N/A,NO
510029,7907,2276,10183,0.000278785,"$2,132,052",3349,$636.62,YES
510030,2835,881,3716,0.000101735,N/A,1923,$404.52,SCH
510031,2377,896,3273,0.000089607,"$685,280",1525,$449.27,YES
510033,0,0,0,,N/A,N/A,N/A,NO
510038,1982,793,2775,0.000075973,"$581,012",980,$592.87,YES
510039,3245,840,4085,0.000111837,"$855,291",1496,$571.59,YES
510046,5582,1488,7070,0.000193559,"$1,480,271",3153,$469.48,YES
510047,2174,768,2942,0.000080545,"$615,977",1654,$372.34,YES
510048,6603,1246,7849,0.000214886,N/A,2595,$633.28,SCH
510050,6906,978,7884,0.000215844,"$1,650,702",2662,$620.10,YES
510055,34531,3192,37723,0.001032762,"$7,898,201",3882,"$2,034.74",YES
510058,11813,3280,15093,0.000413209,"$3,160,076",6225,$507.67,YES
510059,0,0,0,,N/A,N/A,N/A,NO
510062,4152,2095,6247,0.000171027,"$1,307,957",2627,$497.89,YES
510070,13645,2922,16567,0.000453564,"$3,468,693",5607,$618.64,YES
510071,4320,1390,5710,0.000156326,"$1,195,523",2452,$487.64,YES
510072,168,81,249,0.000006817,N/A,N/A,N/A,NO
510077,1846,538,2384,0.000065268,"$499,147",870,$573.51,YES
510082,1536,532,2068,0.000056617,"$432,985",739,$585.91,YES
510086,706,196,902,0.000024695,N/A,294,$642.36,SCH
520002,2260,613,2873,0.000078656,"$601,530",1547,$388.84,YES
520004,6225,1164,7389,0.000202293,"$1,547,062",2655,$582.70,YES
520008,5679,745,6424,0.000175873,N/A,N/A,N/A,NO
520009,9421,752,10173,0.000278512,"$2,129,958",1385,"$1,537.51",YES
520011,1778,169,1947,0.000053304,"$407,650",875,$465.71,YES
520013,9027,1558,10585,0.000289791,"$2,216,220",3425,$647.07,YES
520017,3444,240,3684,0.000100859,"$771,332",797,$967.39,YES
520019,1475,191,1666,0.000045611,N/A,1079,$323.18,SCH
